945.365112,4.0734,264.960541,14420,3200
945.365906,4.099216666666667,308.173981,14420,3200
945.365601,4.124833333333333,290.223419,14420,3200
945.36499,4.150533333333334,308.256592,14420,3200
945.363953,4.176266666666667,289.778351,14420,3200
945.362244,4.2018,231.57048,14420,3200
945.363647,4.227233333333333,158.0103,14420,3200
945.364319,4.2525,110.320656,14420,3200
945.366089,4.27785,78.607468,14420,3200
945.364685,4.3031500000000005,46.310131,14420,3200
945.365662,4.328516666666667,34.397621,14420,3200
645.817261,52.4075,6.467667,14420,3200
645.869202,52.4075,10.554048,14420,3200
645.820312,52.4345,14.784312,14420,3200
645.870605,52.4345,9.578925,14420,3200
645.821228,52.46133333333333,17.008383,14420,3200
645.867126,52.46133333333333,5.890244,14420,3200
645.86145,52.488166666666665,15.280258,14420,3200
645.869141,52.515,32.28043,14420,3200
645.866821,52.54183333333334,37.10228,14420,3200
645.863892,52.5685,43.975693,14420,3200
645.81958,52.595,18.352798,14420,3200
645.866516,52.595,52.908756,14420,3200
645.866333,52.6215,74.487701,14420,3200
645.76062,52.64816666666666,1.729656,14420,3200
645.811035,52.64816666666666,11.793583,14420,3200
645.865662,52.64816666666666,108.597191,14420,3200
645.813843,52.67466666666667,15.893493,14420,3200
645.865417,52.67466666666667,106.82444,14420,3200
645.816956,52.70133333333333,5.600616,14420,3200
645.866943,52.70133333333333,135.608917,14420,3200
645.77771,52.727833333333336,3.064084,14420,3200
645.810181,52.727833333333336,7.6922,14420,3200
645.866821,52.727833333333336,203.844009,14420,3200
645.724426,52.754333333333335,3.963225,14420,3200
645.771118,52.754333333333335,3.963369,14420,3200
645.831421,52.754333333333335,1.134497,14420,3200
645.865601,52.754333333333335,171.502213,14420,3200
645.812805,52.78066666666667,19.849787,14420,3200
645.865662,52.78066666666667,219.712814,14420,3200
645.866211,52.80716666666667,278.75473,14420,3200
645.778015,52.833333333333336,4.106997,14420,3200
645.807434,52.833333333333336,5.647264,14420,3200
645.866882,52.833333333333336,307.88739,14420,3200
645.79895,52.85966666666666,6.264706,14420,3200
645.865784,52.85966666666666,254.079132,14420,3200
645.73877,52.88633333333333,2.805541,14420,3200
645.799988,52.88633333333333,17.792433,14420,3200
645.865967,52.88633333333333,289.700592,14420,3200
645.768738,52.91283333333333,10.281014,14420,3200
645.793884,52.91283333333333,2.085839,14420,3200
645.867004,52.91283333333333,247.132233,14420,3200
645.744202,52.93933333333334,2.082166,14420,3200
645.774353,52.93933333333334,4.848691,14420,3200
645.866455,52.93933333333334,285.944122,14420,3200
645.801636,52.966166666666666,22.315952,14420,3200
645.867188,52.966166666666666,223.149353,14420,3200
645.718811,52.9925,1.949303,14420,3200
645.753418,52.9925,4.6867,14420,3200
645.779602,52.9925,4.324215,14420,3200
645.819397,52.9925,4.486257,14420,3200
645.867065,52.9925,161.078644,14420,3200
645.716858,53.019,2.900613,14420,3200
645.786194,53.019,19.6178,14420,3200
645.866394,53.019,220.199585,14420,3200
645.719238,53.04566666666666,2.100076,14420,3200
645.753418,53.04566666666666,3.234561,14420,3200
645.800476,53.04566666666666,10.303586,14420,3200
645.865967,53.04566666666666,217.408325,14420,3200
645.727295,53.0725,1.875717,14420,3200
645.778015,53.0725,3.069467,14420,3200
645.806396,53.0725,7.673881,14420,3200
645.866455,53.0725,165.139099,14420,3200
645.866272,53.099000000000004,136.994522,14420,3200
645.910461,53.099000000000004,1.317682,14420,3200
645.867859,53.12583333333334,102.852959,14420,3200
645.866882,53.1525,125.085503,14420,3200
645.865845,53.17933333333334,93.982956,14420,3200
645.911072,53.17933333333334,3.576059,14420,3200
645.865356,53.20616666666667,101.777344,14420,3200
645.866455,53.233,92.605011,14420,3200
645.865845,53.25983333333333,70.635353,14420,3200
645.86554,53.286833333333334,91.588196,14420,3200
645.864563,53.313833333333335,57.812492,14420,3200
645.866089,53.3405,44.157711,14420,3200
